# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Mar 28 05:32:23 2022
#
# User preference: *
#
# CONSTRAINT:  order by sy_dist asc
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_massj:       Planet Mass [Jupiter Mass]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN ra:             RA [deg]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_gaiamag:     Gaia Magnitude
#
pl_name,hostname,pl_orbsmax,pl_radj,pl_massj,st_rad,st_mass,ra,dec,sy_dist,sy_gaiamag
Kepler-1944 b,Kepler-1944,0.091900,,,0.97,1.07,296.5105045,39.1732645,1076.4800000,15.3313000
Kepler-1944 b,Kepler-1944,,0.246,,0.97,1.06,296.5105045,39.1732645,1076.4800000,15.3313000
Kepler-1160 b,Kepler-1160,,,,0.76,0.95,287.8793899,43.3640752,1077.6300000,15.8003000
Kepler-1160 b,Kepler-1160,0.075500,,,0.82,0.91,287.8793899,43.3640752,1077.6300000,15.8003000
Kepler-1160 b,Kepler-1160,,,,0.76,0.95,287.8793899,43.3640752,1077.6300000,15.8003000
Kepler-1160 b,Kepler-1160,0.075500,,,0.82,0.90,287.8793899,43.3640752,1077.6300000,15.8003000
Kepler-1160 b,Kepler-1160,,0.144,,0.73,,287.8793899,43.3640752,1077.6300000,15.8003000
Kepler-1160 b,Kepler-1160,0.075500,,,0.82,0.90,287.8793899,43.3640752,1077.6300000,15.8003000
Kepler-1160 b,Kepler-1160,0.077000,,,0.87,0.97,287.8793899,43.3640752,1077.6300000,15.8003000
Kepler-1160 b,Kepler-1160,0.075500,,,0.82,0.90,287.8793899,43.3640752,1077.6300000,15.8003000
Kepler-1160 b,Kepler-1160,,0.191,,0.89,0.92,287.8793899,43.3640752,1077.6300000,15.8003000
Kepler-1374 b,Kepler-1374,0.091800,,,0.83,0.91,291.3499783,45.1722521,1078.4600000,15.9300000
Kepler-1374 b,Kepler-1374,0.091800,,,0.83,0.91,291.3499783,45.1722521,1078.4600000,15.9300000
Kepler-1374 b,Kepler-1374,0.091800,,,0.82,0.91,291.3499783,45.1722521,1078.4600000,15.9300000
Kepler-1374 b,Kepler-1374,0.091800,,,0.83,0.91,291.3499783,45.1722521,1078.4600000,15.9300000
Kepler-1374 b,Kepler-1374,,0.204,,0.81,0.85,291.3499783,45.1722521,1078.4600000,15.9300000
Kepler-1374 b,Kepler-1374,,,,0.77,0.92,291.3499783,45.1722521,1078.4600000,15.9300000
Kepler-1374 b,Kepler-1374,,,,0.77,0.92,291.3499783,45.1722521,1078.4600000,15.9300000
Kepler-1374 b,Kepler-1374,,0.181,,0.75,,291.3499783,45.1722521,1078.4600000,15.9300000
Kepler-1374 b,Kepler-1374,,,,0.77,0.92,291.3499783,45.1722521,1078.4600000,15.9300000
Kepler-1374 b,Kepler-1374,0.092000,,,0.57,0.92,291.3499783,45.1722521,1078.4600000,15.9300000
HATS-64 b,HATS-64,0.065620,1.679,0.96000,2.11,1.56,144.2876092,-29.8004440,1080.1500000,12.8390000
Kepler-874 b,Kepler-874,,,,1.18,1.03,294.9568477,43.0142991,1082.1600000,14.6941000
Kepler-874 b,Kepler-874,0.223400,,,0.99,0.92,294.9568477,43.0142991,1082.1600000,14.6941000
Kepler-874 b,Kepler-874,0.223400,,,0.99,0.92,294.9568477,43.0142991,1082.1600000,14.6941000
Kepler-874 b,Kepler-874,,0.352,,1.13,1.09,294.9568477,43.0142991,1082.1600000,14.6941000
Kepler-874 b,Kepler-874,,,,1.18,1.03,294.9568477,43.0142991,1082.1600000,14.6941000
Kepler-874 b,Kepler-874,0.232000,,,1.03,1.04,294.9568477,43.0142991,1082.1600000,14.6941000
Kepler-874 b,Kepler-874,0.223400,,,0.99,0.92,294.9568477,43.0142991,1082.1600000,14.6941000
Kepler-874 b,Kepler-874,,0.321,,1.15,,294.9568477,43.0142991,1082.1600000,14.6941000
Kepler-874 b,Kepler-874,0.223400,,,0.99,0.92,294.9568477,43.0142991,1082.1600000,14.6941000
Kepler-227 b,Kepler-227,0.085000,,,0.99,0.92,291.9342748,48.1416760,1083.0600000,15.3234000
Kepler-227 b,Kepler-227,,,,0.95,0.97,291.9342748,48.1416760,1083.0600000,15.3234000
Kepler-227 b,Kepler-227,0.089300,,,1.04,1.05,291.9342748,48.1416760,1083.0600000,15.3234000
Kepler-227 b,Kepler-227,,0.248,,0.94,0.96,291.9342748,48.1416760,1083.0600000,15.3234000
Kepler-227 b,Kepler-227,,,,0.95,0.97,291.9342748,48.1416760,1083.0600000,15.3234000
Kepler-227 b,Kepler-227,,0.207,,0.95,,291.9342748,48.1416760,1083.0600000,15.3234000
Kepler-227 b,Kepler-227,,,,0.95,0.97,291.9342748,48.1416760,1083.0600000,15.3234000
Kepler-227 b,Kepler-227,0.090000,0.277,,1.09,,291.9342748,48.1416760,1083.0600000,15.3234000
Kepler-227 b,Kepler-227,0.089300,,,1.04,1.05,291.9342748,48.1416760,1083.0600000,15.3234000
Kepler-227 b,Kepler-227,0.085300,,,0.93,0.92,291.9342748,48.1416760,1083.0600000,15.3234000
Kepler-227 b,Kepler-227,0.089300,,,1.04,1.05,291.9342748,48.1416760,1083.0600000,15.3234000
Kepler-227 c,Kepler-227,0.273400,,,0.93,0.92,291.9342748,48.1416760,1083.0600000,15.3234000
Kepler-227 c,Kepler-227,,,,0.95,0.97,291.9342748,48.1416760,1083.0600000,15.3234000
Kepler-227 c,Kepler-227,0.274000,,,0.99,0.92,291.9342748,48.1416760,1083.0600000,15.3234000
Kepler-227 c,Kepler-227,,,,0.95,0.97,291.9342748,48.1416760,1083.0600000,15.3234000
Kepler-227 c,Kepler-227,,0.259,,0.95,,291.9342748,48.1416760,1083.0600000,15.3234000
Kepler-227 c,Kepler-227,0.286000,,,1.04,1.05,291.9342748,48.1416760,1083.0600000,15.3234000
Kepler-227 c,Kepler-227,,,,0.95,0.97,291.9342748,48.1416760,1083.0600000,15.3234000
Kepler-227 c,Kepler-227,,0.247,,0.94,0.96,291.9342748,48.1416760,1083.0600000,15.3234000
Kepler-227 c,Kepler-227,0.286000,,,1.04,1.05,291.9342748,48.1416760,1083.0600000,15.3234000
Kepler-227 c,Kepler-227,0.290000,0.271,,1.09,,291.9342748,48.1416760,1083.0600000,15.3234000
Kepler-227 c,Kepler-227,0.286000,,,1.04,1.05,291.9342748,48.1416760,1083.0600000,15.3234000
Kepler-1748 b,Kepler-1748,,,,0.77,0.93,285.9678970,45.7390789,1083.2800000,15.8529000
Kepler-1748 b,Kepler-1748,0.061500,,,0.86,0.92,285.9678970,45.7390789,1083.2800000,15.8529000
Kepler-1748 b,Kepler-1748,0.061500,,,0.86,0.92,285.9678970,45.7390789,1083.2800000,15.8529000
Kepler-1748 b,Kepler-1748,,0.242,,0.86,0.92,285.9678970,45.7390789,1083.2800000,15.8529000
Kepler-1748 b,Kepler-1748,0.061500,,,0.86,0.92,285.9678970,45.7390789,1083.2800000,15.8529000
Kepler-1748 b,Kepler-1748,0.064000,,,0.91,1.03,285.9678970,45.7390789,1083.2800000,15.8529000
Kepler-1748 b,Kepler-1748,,,,0.77,0.93,285.9678970,45.7390789,1083.2800000,15.8529000
Kepler-1748 b,Kepler-1748,0.061500,,,0.86,0.92,285.9678970,45.7390789,1083.2800000,15.8529000
Kepler-1128 b,Kepler-1128,0.294000,,,0.80,0.90,293.0633150,39.4034052,1083.4100000,15.6861000
Kepler-1128 b,Kepler-1128,0.307300,,,0.90,1.02,293.0633150,39.4034052,1083.4100000,15.6861000
Kepler-1128 b,Kepler-1128,0.307300,,,0.90,1.02,293.0633150,39.4034052,1083.4100000,15.6861000
Kepler-1128 b,Kepler-1128,,,,1.15,0.78,293.0633150,39.4034052,1083.4100000,15.6861000
Kepler-1128 b,Kepler-1128,0.307300,,,0.90,1.02,293.0633150,39.4034052,1083.4100000,15.6861000
Kepler-1128 b,Kepler-1128,,,,1.15,0.78,293.0633150,39.4034052,1083.4100000,15.6861000
Kepler-1128 b,Kepler-1128,,0.275,,0.85,,293.0633150,39.4034052,1083.4100000,15.6861000
Kepler-1128 b,Kepler-1128,,0.326,,0.91,0.94,293.0633150,39.4034052,1083.4100000,15.6861000
Kepler-1128 b,Kepler-1128,0.302000,,,0.93,0.97,293.0633150,39.4034052,1083.4100000,15.6861000
Kepler-351 b,Kepler-351,0.211200,,,0.84,0.91,286.4527949,42.6577891,1083.9100000,15.9665000
Kepler-351 b,Kepler-351,,0.258,,0.77,,286.4527949,42.6577891,1083.9100000,15.9665000
Kepler-351 b,Kepler-351,,0.270,0.01500,0.84,0.91,286.4527949,42.6577891,1083.9100000,15.9665000
Kepler-351 b,Kepler-351,,,,0.76,0.91,286.4527949,42.6577891,1083.9100000,15.9665000
Kepler-351 b,Kepler-351,0.214000,0.273,,0.85,,286.4527949,42.6577891,1083.9100000,15.9665000
Kepler-351 b,Kepler-351,,,,0.76,0.91,286.4527949,42.6577891,1083.9100000,15.9665000
Kepler-351 b,Kepler-351,,,,0.76,0.91,286.4527949,42.6577891,1083.9100000,15.9665000
Kepler-351 b,Kepler-351,0.211000,,,0.85,0.92,286.4527949,42.6577891,1083.9100000,15.9665000
Kepler-351 b,Kepler-351,,0.227,,0.78,0.81,286.4527949,42.6577891,1083.9100000,15.9665000
Kepler-351 b,Kepler-351,0.210900,,,0.85,0.91,286.4527949,42.6577891,1083.9100000,15.9665000
Kepler-351 b,Kepler-351,0.211200,,,0.84,0.91,286.4527949,42.6577891,1083.9100000,15.9665000
Kepler-351 b,Kepler-351,0.211200,,,0.84,0.91,286.4527949,42.6577891,1083.9100000,15.9665000
Kepler-351 c,Kepler-351,,0.273,,0.78,0.81,286.4527949,42.6577891,1083.9100000,15.9665000
Kepler-351 c,Kepler-351,,,,0.76,0.91,286.4527949,42.6577891,1083.9100000,15.9665000
Kepler-351 c,Kepler-351,0.281800,,,0.85,0.91,286.4527949,42.6577891,1083.9100000,15.9665000
Kepler-351 c,Kepler-351,0.282200,,,0.84,0.91,286.4527949,42.6577891,1083.9100000,15.9665000
Kepler-351 c,Kepler-351,0.282200,,,0.84,0.91,286.4527949,42.6577891,1083.9100000,15.9665000
Kepler-351 c,Kepler-351,,,,0.76,0.91,286.4527949,42.6577891,1083.9100000,15.9665000
Kepler-351 c,Kepler-351,0.287000,0.285,,0.85,,286.4527949,42.6577891,1083.9100000,15.9665000
Kepler-351 c,Kepler-351,0.282000,,,0.85,0.92,286.4527949,42.6577891,1083.9100000,15.9665000
Kepler-351 c,Kepler-351,0.282200,,,0.84,0.91,286.4527949,42.6577891,1083.9100000,15.9665000
Kepler-351 c,Kepler-351,,0.258,,0.77,,286.4527949,42.6577891,1083.9100000,15.9665000
Kepler-351 c,Kepler-351,,,,0.76,0.91,286.4527949,42.6577891,1083.9100000,15.9665000
Kepler-351 c,Kepler-351,,0.282,0.03500,0.84,0.91,286.4527949,42.6577891,1083.9100000,15.9665000
Kepler-351 d,Kepler-351,,,,0.76,0.91,286.4527949,42.6577891,1083.9100000,15.9665000
Kepler-351 d,Kepler-351,,,,0.76,0.91,286.4527949,42.6577891,1083.9100000,15.9665000
Kepler-351 d,Kepler-351,0.518400,,,0.84,0.91,286.4527949,42.6577891,1083.9100000,15.9665000
Kepler-351 d,Kepler-351,0.517700,,,0.85,0.91,286.4527949,42.6577891,1083.9100000,15.9665000
Kepler-351 d,Kepler-351,0.518400,,,0.84,0.91,286.4527949,42.6577891,1083.9100000,15.9665000
Kepler-351 d,Kepler-351,,0.243,,0.78,0.81,286.4527949,42.6577891,1083.9100000,15.9665000
Kepler-351 d,Kepler-351,,0.203,,0.77,,286.4527949,42.6577891,1083.9100000,15.9665000
Kepler-351 d,Kepler-351,,,,0.76,0.91,286.4527949,42.6577891,1083.9100000,15.9665000
Kepler-351 d,Kepler-351,0.518400,,,0.84,0.91,286.4527949,42.6577891,1083.9100000,15.9665000
Kepler-412 b,Kepler-412,0.029610,1.325,0.92700,1.29,1.17,286.1103053,43.6809612,1086.2400000,14.2486000
Kepler-412 b,Kepler-412,,,,1.33,1.05,286.1103053,43.6809612,1086.2400000,14.2486000
Kepler-412 b,Kepler-412,,1.305,,1.34,,286.1103053,43.6809612,1086.2400000,14.2486000
Kepler-412 b,Kepler-412,0.028970,1.341,0.94100,1.29,1.17,286.1103053,43.6809612,1086.2400000,14.2486000
Kepler-412 b,Kepler-412,0.029700,,,1.12,1.18,286.1103053,43.6809612,1086.2400000,14.2486000
Kepler-412 b,Kepler-412,,1.204,,1.21,1.08,286.1103053,43.6809612,1086.2400000,14.2486000
Kepler-412 b,Kepler-412,0.029700,,,1.12,1.18,286.1103053,43.6809612,1086.2400000,14.2486000
Kepler-412 b,Kepler-412,,,,1.33,1.05,286.1103053,43.6809612,1086.2400000,14.2486000
Kepler-412 b,Kepler-412,,,,1.33,1.05,286.1103053,43.6809612,1086.2400000,14.2486000
Kepler-412 b,Kepler-412,0.028700,,,1.22,1.07,286.1103053,43.6809612,1086.2400000,14.2486000
Kepler-412 b,Kepler-412,0.029000,,,1.03,1.06,286.1103053,43.6809612,1086.2400000,14.2486000
Kepler-412 b,Kepler-412,0.029590,1.325,0.93900,1.29,1.17,286.1103053,43.6809612,1086.2400000,14.2486000
Kepler-412 b,Kepler-412,0.029700,,,1.12,1.18,286.1103053,43.6809612,1086.2400000,14.2486000
Kepler-1024 b,Kepler-1024,,0.329,,0.81,,291.9510277,38.2516419,1087.4000000,16.0064000
Kepler-1024 b,Kepler-1024,,,,0.81,0.90,291.9510277,38.2516419,1087.4000000,16.0064000
Kepler-1024 b,Kepler-1024,,,,0.81,0.90,291.9510277,38.2516419,1087.4000000,16.0064000
Kepler-1024 b,Kepler-1024,0.313000,,,0.74,0.93,291.9510277,38.2516419,1087.4000000,16.0064000
Kepler-1024 b,Kepler-1024,0.302200,,,0.76,0.84,291.9510277,38.2516419,1087.4000000,16.0064000
Kepler-1024 b,Kepler-1024,0.303300,,,0.76,0.85,291.9510277,38.2516419,1087.4000000,16.0064000
Kepler-1024 b,Kepler-1024,,,,0.81,0.90,291.9510277,38.2516419,1087.4000000,16.0064000
Kepler-1024 b,Kepler-1024,,0.349,,0.78,0.81,291.9510277,38.2516419,1087.4000000,16.0064000
Kepler-1024 b,Kepler-1024,0.302200,,,0.76,0.84,291.9510277,38.2516419,1087.4000000,16.0064000
Kepler-1024 b,Kepler-1024,0.302200,,,0.76,0.84,291.9510277,38.2516419,1087.4000000,16.0064000
Kepler-647 b,Kepler-647,0.122400,,,1.05,0.93,284.7882977,44.5916225,1087.8700000,13.9345000
Kepler-647 b,Kepler-647,,0.146,,1.49,,284.7882977,44.5916225,1087.8700000,13.9345000
Kepler-647 b,Kepler-647,0.122400,,,1.05,0.93,284.7882977,44.5916225,1087.8700000,13.9345000
Kepler-647 b,Kepler-647,,0.104,,1.07,1.03,284.7882977,44.5916225,1087.8700000,13.9345000
Kepler-647 b,Kepler-647,0.130000,,,1.18,1.12,284.7882977,44.5916225,1087.8700000,13.9345000
Kepler-647 b,Kepler-647,,,,1.55,1.07,284.7882977,44.5916225,1087.8700000,13.9345000
Kepler-647 b,Kepler-647,0.122200,,,1.10,0.92,284.7882977,44.5916225,1087.8700000,13.9345000
Kepler-647 b,Kepler-647,,,,1.55,1.07,284.7882977,44.5916225,1087.8700000,13.9345000
Kepler-647 b,Kepler-647,,,,1.55,1.07,284.7882977,44.5916225,1087.8700000,13.9345000
Kepler-647 b,Kepler-647,0.122400,,,1.05,0.93,284.7882977,44.5916225,1087.8700000,13.9345000
Kepler-647 c,Kepler-647,0.183100,,,1.05,0.93,284.7882977,44.5916225,1087.8700000,13.9345000
Kepler-647 c,Kepler-647,0.183100,,,1.05,0.93,284.7882977,44.5916225,1087.8700000,13.9345000
Kepler-647 c,Kepler-647,0.183100,,,1.05,0.93,284.7882977,44.5916225,1087.8700000,13.9345000
Kepler-647 c,Kepler-647,,,,1.55,1.07,284.7882977,44.5916225,1087.8700000,13.9345000
Kepler-647 c,Kepler-647,,,,1.55,1.07,284.7882977,44.5916225,1087.8700000,13.9345000
Kepler-647 c,Kepler-647,0.195000,,,1.18,1.12,284.7882977,44.5916225,1087.8700000,13.9345000
Kepler-647 c,Kepler-647,0.182700,,,1.10,0.92,284.7882977,44.5916225,1087.8700000,13.9345000
Kepler-647 c,Kepler-647,,0.357,,1.55,1.07,284.7882977,44.5916225,1087.8700000,13.9345000
Kepler-941 b,Kepler-941,,,,0.93,0.91,294.3262617,47.2175461,1088.3600000,15.5723000
Kepler-941 b,Kepler-941,,0.251,,0.83,,294.3262617,47.2175461,1088.3600000,15.5723000
Kepler-941 b,Kepler-941,0.131100,,,0.97,0.99,294.3262617,47.2175461,1088.3600000,15.5723000
Kepler-941 b,Kepler-941,0.131100,,,0.97,0.99,294.3262617,47.2175461,1088.3600000,15.5723000
Kepler-941 b,Kepler-941,,,,0.93,0.91,294.3262617,47.2175461,1088.3600000,15.5723000
Kepler-941 b,Kepler-941,,,,0.93,0.91,294.3262617,47.2175461,1088.3600000,15.5723000
Kepler-941 b,Kepler-941,,0.275,,0.86,0.89,294.3262617,47.2175461,1088.3600000,15.5723000
Kepler-941 b,Kepler-941,0.131100,,,0.97,0.99,294.3262617,47.2175461,1088.3600000,15.5723000
Kepler-941 b,Kepler-941,0.131100,,,0.97,0.99,294.3262617,47.2175461,1088.3600000,15.5723000
Kepler-941 b,Kepler-941,0.135000,,,1.01,1.07,294.3262617,47.2175461,1088.3600000,15.5723000
Kepler-713 b,Kepler-713,0.074800,,,0.92,1.01,295.6513819,43.0297781,1089.8700000,15.0191000
Kepler-713 b,Kepler-713,,0.263,,1.10,,295.6513819,43.0297781,1089.8700000,15.0191000
Kepler-713 b,Kepler-713,0.074800,,,0.92,1.01,295.6513819,43.0297781,1089.8700000,15.0191000
Kepler-713 b,Kepler-713,0.074000,,,0.89,0.97,295.6513819,43.0297781,1089.8700000,15.0191000
Kepler-713 b,Kepler-713,,,,1.08,1.05,295.6513819,43.0297781,1089.8700000,15.0191000
Kepler-713 b,Kepler-713,0.074800,,,0.92,1.01,295.6513819,43.0297781,1089.8700000,15.0191000
Kepler-713 b,Kepler-713,0.074800,,,0.92,1.01,295.6513819,43.0297781,1089.8700000,15.0191000
Kepler-713 b,Kepler-713,,0.221,,0.99,0.98,295.6513819,43.0297781,1089.8700000,15.0191000
Kepler-713 b,Kepler-713,,,,1.08,1.05,295.6513819,43.0297781,1089.8700000,15.0191000
Kepler-713 b,Kepler-713,,,,1.08,1.05,295.6513819,43.0297781,1089.8700000,15.0191000
Kepler-373 b,Kepler-373,,0.131,,0.90,0.93,289.3879904,50.5970115,1090.4500000,14.4856000
Kepler-373 b,Kepler-373,,,,1.38,0.98,289.3879904,50.5970115,1090.4500000,14.4856000
Kepler-373 b,Kepler-373,,0.193,,1.36,,289.3879904,50.5970115,1090.4500000,14.4856000
Kepler-373 b,Kepler-373,0.061000,,,0.87,0.98,289.3879904,50.5970115,1090.4500000,14.4856000
Kepler-373 b,Kepler-373,0.060000,0.121,,0.84,,289.3879904,50.5970115,1090.4500000,14.4856000
Kepler-373 b,Kepler-373,0.059200,,,0.84,0.90,289.3879904,50.5970115,1090.4500000,14.4856000
Kepler-373 b,Kepler-373,,,,1.38,0.98,289.3879904,50.5970115,1090.4500000,14.4856000
Kepler-373 b,Kepler-373,0.060100,,,1.10,0.95,289.3879904,50.5970115,1090.4500000,14.4856000
Kepler-373 b,Kepler-373,0.059200,,,0.84,0.90,289.3879904,50.5970115,1090.4500000,14.4856000
Kepler-373 b,Kepler-373,0.059200,,,0.84,0.90,289.3879904,50.5970115,1090.4500000,14.4856000
Kepler-373 c,Kepler-373,0.126000,0.111,,0.84,,289.3879904,50.5970115,1090.4500000,14.4856000
Kepler-373 c,Kepler-373,,,,1.38,0.98,289.3879904,50.5970115,1090.4500000,14.4856000
Kepler-373 c,Kepler-373,,0.173,,1.36,,289.3879904,50.5970115,1090.4500000,14.4856000
Kepler-373 c,Kepler-373,0.123800,,,0.84,0.90,289.3879904,50.5970115,1090.4500000,14.4856000
Kepler-373 c,Kepler-373,0.125700,,,1.10,0.95,289.3879904,50.5970115,1090.4500000,14.4856000
Kepler-373 c,Kepler-373,0.127000,,,0.87,0.98,289.3879904,50.5970115,1090.4500000,14.4856000
Kepler-373 c,Kepler-373,,,,1.38,0.98,289.3879904,50.5970115,1090.4500000,14.4856000
Kepler-373 c,Kepler-373,0.123800,,,0.84,0.90,289.3879904,50.5970115,1090.4500000,14.4856000
Kepler-373 c,Kepler-373,,0.114,,0.90,0.93,289.3879904,50.5970115,1090.4500000,14.4856000
Kepler-373 c,Kepler-373,0.123800,,,0.84,0.90,289.3879904,50.5970115,1090.4500000,14.4856000
Kepler-1054 b,Kepler-1054,0.054000,,,1.03,1.13,290.6011085,44.5563604,1090.5100000,14.0850000
Kepler-1054 b,Kepler-1054,0.054000,,,1.03,1.13,290.6011085,44.5563604,1090.5100000,14.0850000
Kepler-1054 b,Kepler-1054,,0.235,,1.34,1.22,290.6011085,44.5563604,1090.5100000,14.0850000
Kepler-1054 b,Kepler-1054,,0.240,,1.42,,290.6011085,44.5563604,1090.5100000,14.0850000
Kepler-1054 b,Kepler-1054,,,,1.46,1.07,290.6011085,44.5563604,1090.5100000,14.0850000
Kepler-1054 b,Kepler-1054,,,,1.46,1.07,290.6011085,44.5563604,1090.5100000,14.0850000
Kepler-1054 b,Kepler-1054,0.053000,,,0.91,1.06,290.6011085,44.5563604,1090.5100000,14.0850000
Kepler-1054 b,Kepler-1054,0.054000,,,1.03,1.13,290.6011085,44.5563604,1090.5100000,14.0850000
Kepler-1054 b,Kepler-1054,0.054000,,,1.03,1.13,290.6011085,44.5563604,1090.5100000,14.0850000
Kepler-362 b,Kepler-362,0.086400,,,0.73,0.81,291.7716030,47.5299192,1090.5100000,14.4863000
Kepler-362 b,Kepler-362,0.086400,,,0.73,0.81,291.7716030,47.5299192,1090.5100000,14.4863000
Kepler-362 b,Kepler-362,,,,1.28,1.03,291.7716030,47.5299192,1090.5100000,14.4863000
Kepler-362 b,Kepler-362,,,,1.28,1.03,291.7716030,47.5299192,1090.5100000,14.4863000
Kepler-362 b,Kepler-362,,0.089,,0.83,0.86,291.7716030,47.5299192,1090.5100000,14.4863000
Kepler-362 b,Kepler-362,0.087000,0.079,,0.72,,291.7716030,47.5299192,1090.5100000,14.4863000
Kepler-362 b,Kepler-362,0.086400,,,0.73,0.81,291.7716030,47.5299192,1090.5100000,14.4863000
Kepler-362 b,Kepler-362,0.093400,,,1.02,1.02,291.7716030,47.5299192,1090.5100000,14.4863000
Kepler-362 b,Kepler-362,,0.155,,1.42,,291.7716030,47.5299192,1090.5100000,14.4863000
Kepler-362 c,Kepler-362,,0.170,,0.83,0.86,291.7716030,47.5299192,1090.5100000,14.4863000
Kepler-362 c,Kepler-362,,0.250,,1.42,,291.7716030,47.5299192,1090.5100000,14.4863000
Kepler-362 c,Kepler-362,,,,1.28,1.03,291.7716030,47.5299192,1090.5100000,14.4863000
Kepler-362 c,Kepler-362,0.220000,,,0.89,1.00,291.7716030,47.5299192,1090.5100000,14.4863000
Kepler-362 c,Kepler-362,,,,1.28,1.03,291.7716030,47.5299192,1090.5100000,14.4863000
Kepler-362 c,Kepler-362,0.207000,0.129,,0.72,,291.7716030,47.5299192,1090.5100000,14.4863000
Kepler-362 c,Kepler-362,0.205400,,,0.73,0.81,291.7716030,47.5299192,1090.5100000,14.4863000
Kepler-362 c,Kepler-362,,,,1.28,1.03,291.7716030,47.5299192,1090.5100000,14.4863000
Kepler-362 c,Kepler-362,0.205400,,,0.73,0.81,291.7716030,47.5299192,1090.5100000,14.4863000
Kepler-362 c,Kepler-362,0.222100,,,1.02,1.02,291.7716030,47.5299192,1090.5100000,14.4863000
Kepler-362 c,Kepler-362,0.205400,,,0.73,0.81,291.7716030,47.5299192,1090.5100000,14.4863000
Kepler-1106 b,Kepler-1106,,0.143,,1.12,,291.1451576,44.0624715,1090.7000000,14.6276000
Kepler-1106 b,Kepler-1106,0.023900,,,1.71,1.17,291.1451576,44.0624715,1090.7000000,14.6276000
Kepler-1106 b,Kepler-1106,,0.147,,1.17,1.11,291.1451576,44.0624715,1090.7000000,14.6276000
Kepler-1106 b,Kepler-1106,,,,1.09,1.13,291.1451576,44.0624715,1090.7000000,14.6276000
Kepler-1106 b,Kepler-1106,0.022900,,,0.95,1.02,291.1451576,44.0624715,1090.7000000,14.6276000
Kepler-1106 b,Kepler-1106,0.022900,,,0.95,1.02,291.1451576,44.0624715,1090.7000000,14.6276000
Kepler-1106 b,Kepler-1106,0.024000,,,1.03,1.11,291.1451576,44.0624715,1090.7000000,14.6276000
Kepler-1106 b,Kepler-1106,0.022900,,,0.95,1.02,291.1451576,44.0624715,1090.7000000,14.6276000
Kepler-1106 b,Kepler-1106,,,,1.09,1.13,291.1451576,44.0624715,1090.7000000,14.6276000
Kepler-1927 b,Kepler-1927,0.343200,,,0.96,0.99,296.3546093,41.3355698,1091.0000000,13.2168000
Kepler-1927 b,Kepler-1927,0.343200,,,0.96,0.99,296.3546093,41.3355698,1091.0000000,13.2168000
Kepler-1927 b,Kepler-1927,,,,2.25,1.11,296.3546093,41.3355698,1091.0000000,13.2168000
Kepler-1927 b,Kepler-1927,0.343200,,,0.96,0.99,296.3546093,41.3355698,1091.0000000,13.2168000
Kepler-1927 b,Kepler-1927,,0.304,,2.48,1.41,296.3546093,41.3355698,1091.0000000,13.2168000
Kepler-1927 b,Kepler-1927,0.385900,,,2.48,1.41,296.3546093,41.3355698,1091.0000000,13.2168000
Kepler-1927 b,Kepler-1927,,,,2.25,1.11,296.3546093,41.3355698,1091.0000000,13.2168000
Kepler-1744 b,Kepler-1744,,0.336,,0.85,0.89,291.0206823,42.4624633,1091.6300000,15.2558000
Kepler-1744 b,Kepler-1744,0.222000,,,0.92,1.05,291.0206823,42.4624633,1091.6300000,15.2558000
Kepler-1744 b,Kepler-1744,,,,0.94,1.00,291.0206823,42.4624633,1091.6300000,15.2558000
Kepler-1744 b,Kepler-1744,0.209300,,,0.85,0.89,291.0206823,42.4624633,1091.6300000,15.2558000
Kepler-1744 b,Kepler-1744,,,,0.94,1.00,291.0206823,42.4624633,1091.6300000,15.2558000
Kepler-1744 b,Kepler-1744,0.209300,,,0.85,0.89,291.0206823,42.4624633,1091.6300000,15.2558000
Kepler-1744 b,Kepler-1744,0.209300,,,0.85,0.89,291.0206823,42.4624633,1091.6300000,15.2558000
Kepler-1744 b,Kepler-1744,0.209300,,,0.85,0.89,291.0206823,42.4624633,1091.6300000,15.2558000
Kepler-41 b,Kepler-41,0.028600,,,0.95,0.90,294.5132465,45.9816453,1093.0800000,14.4130000
Kepler-41 b,Kepler-41,,,,1.41,1.00,294.5132465,45.9816453,1093.0800000,14.4130000
Kepler-41 b,Kepler-41,0.030970,1.290,0.56600,1.29,1.15,294.5132465,45.9816453,1093.0800000,14.4130000
Kepler-41 b,Kepler-41,0.028950,0.852,0.49300,0.94,0.94,294.5132465,45.9816453,1093.0800000,14.4130000
Kepler-41 b,Kepler-41,0.030000,0.890,0.55000,1.02,1.12,294.5132465,45.9816453,1093.0800000,14.4130000
Kepler-41 b,Kepler-41,0.028600,,,0.95,0.90,294.5132465,45.9816453,1093.0800000,14.4130000
Kepler-41 b,Kepler-41,,,,1.41,1.00,294.5132465,45.9816453,1093.0800000,14.4130000
