# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Mar 28 01:02:29 2022
#
# User preference: *
#
# CONSTRAINT:  order by sy_dist asc
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_massj:       Planet Mass [Jupiter Mass]
# COLUMN ra:             RA [deg]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_gaiamag:     Gaia Magnitude
#
pl_name,hostname,pl_rade,pl_radj,pl_masse,pl_massj,ra,dec,sy_dist,sy_gaiamag
Kepler-713 b,Kepler-713,2.947,0.263,,,295.6513819,43.0297781,1089.8700000,15.0191000
Kepler-713 b,Kepler-713,2.450,,,,295.6513819,43.0297781,1089.8700000,15.0191000
Kepler-713 b,Kepler-713,2.500,,,,295.6513819,43.0297781,1089.8700000,15.0191000
Kepler-713 b,Kepler-713,,,,,295.6513819,43.0297781,1089.8700000,15.0191000
Kepler-713 b,Kepler-713,2.330,,,,295.6513819,43.0297781,1089.8700000,15.0191000
Kepler-713 b,Kepler-713,2.330,,,,295.6513819,43.0297781,1089.8700000,15.0191000
Kepler-713 b,Kepler-713,2.480,0.221,,,295.6513819,43.0297781,1089.8700000,15.0191000
Kepler-713 b,Kepler-713,,,,,295.6513819,43.0297781,1089.8700000,15.0191000
Kepler-713 b,Kepler-713,,,,,295.6513819,43.0297781,1089.8700000,15.0191000
Kepler-373 b,Kepler-373,1.470,0.131,,,289.3879904,50.5970115,1090.4500000,14.4856000
Kepler-373 b,Kepler-373,,,,,289.3879904,50.5970115,1090.4500000,14.4856000
Kepler-373 b,Kepler-373,2.166,0.193,,,289.3879904,50.5970115,1090.4500000,14.4856000
Kepler-373 b,Kepler-373,1.470,,,,289.3879904,50.5970115,1090.4500000,14.4856000
Kepler-373 b,Kepler-373,1.360,0.121,,,289.3879904,50.5970115,1090.4500000,14.4856000
Kepler-373 b,Kepler-373,1.380,,,,289.3879904,50.5970115,1090.4500000,14.4856000
Kepler-373 b,Kepler-373,,,,,289.3879904,50.5970115,1090.4500000,14.4856000
Kepler-373 b,Kepler-373,1.750,,,,289.3879904,50.5970115,1090.4500000,14.4856000
Kepler-373 b,Kepler-373,1.380,,,,289.3879904,50.5970115,1090.4500000,14.4856000
Kepler-373 b,Kepler-373,1.380,,,,289.3879904,50.5970115,1090.4500000,14.4856000
Kepler-373 c,Kepler-373,1.240,0.111,,,289.3879904,50.5970115,1090.4500000,14.4856000
Kepler-373 c,Kepler-373,,,,,289.3879904,50.5970115,1090.4500000,14.4856000
Kepler-373 c,Kepler-373,1.935,0.173,,,289.3879904,50.5970115,1090.4500000,14.4856000
Kepler-373 c,Kepler-373,1.150,,,,289.3879904,50.5970115,1090.4500000,14.4856000
Kepler-373 c,Kepler-373,1.560,,,,289.3879904,50.5970115,1090.4500000,14.4856000
Kepler-373 c,Kepler-373,1.430,,,,289.3879904,50.5970115,1090.4500000,14.4856000
Kepler-373 c,Kepler-373,,,,,289.3879904,50.5970115,1090.4500000,14.4856000
Kepler-373 c,Kepler-373,1.150,,,,289.3879904,50.5970115,1090.4500000,14.4856000
Kepler-373 c,Kepler-373,1.280,0.114,,,289.3879904,50.5970115,1090.4500000,14.4856000
Kepler-373 c,Kepler-373,1.150,,,,289.3879904,50.5970115,1090.4500000,14.4856000
Kepler-1054 b,Kepler-1054,1.950,,,,290.6011085,44.5563604,1090.5100000,14.0850000
Kepler-1054 b,Kepler-1054,1.990,,,,290.6011085,44.5563604,1090.5100000,14.0850000
Kepler-1054 b,Kepler-1054,2.630,0.235,,,290.6011085,44.5563604,1090.5100000,14.0850000
Kepler-1054 b,Kepler-1054,2.689,0.240,,,290.6011085,44.5563604,1090.5100000,14.0850000
Kepler-1054 b,Kepler-1054,,,,,290.6011085,44.5563604,1090.5100000,14.0850000
Kepler-1054 b,Kepler-1054,,,,,290.6011085,44.5563604,1090.5100000,14.0850000
Kepler-1054 b,Kepler-1054,1.500,,,,290.6011085,44.5563604,1090.5100000,14.0850000
Kepler-1054 b,Kepler-1054,1.990,,,,290.6011085,44.5563604,1090.5100000,14.0850000
Kepler-1054 b,Kepler-1054,1.990,,,,290.6011085,44.5563604,1090.5100000,14.0850000
Kepler-362 b,Kepler-362,0.840,,,,291.7716030,47.5299192,1090.5100000,14.4863000
Kepler-362 b,Kepler-362,0.840,,,,291.7716030,47.5299192,1090.5100000,14.4863000
Kepler-362 b,Kepler-362,,,,,291.7716030,47.5299192,1090.5100000,14.4863000
Kepler-362 b,Kepler-362,,,,,291.7716030,47.5299192,1090.5100000,14.4863000
Kepler-362 b,Kepler-362,1.000,0.089,,,291.7716030,47.5299192,1090.5100000,14.4863000
Kepler-362 b,Kepler-362,0.880,0.079,,,291.7716030,47.5299192,1090.5100000,14.4863000
Kepler-362 b,Kepler-362,0.840,,,,291.7716030,47.5299192,1090.5100000,14.4863000
Kepler-362 b,Kepler-362,1.250,,,,291.7716030,47.5299192,1090.5100000,14.4863000
Kepler-362 b,Kepler-362,1.741,0.155,,,291.7716030,47.5299192,1090.5100000,14.4863000
Kepler-362 c,Kepler-362,1.910,0.170,,,291.7716030,47.5299192,1090.5100000,14.4863000
Kepler-362 c,Kepler-362,2.798,0.250,,,291.7716030,47.5299192,1090.5100000,14.4863000
Kepler-362 c,Kepler-362,,,,,291.7716030,47.5299192,1090.5100000,14.4863000
Kepler-362 c,Kepler-362,1.750,,,,291.7716030,47.5299192,1090.5100000,14.4863000
Kepler-362 c,Kepler-362,,,,,291.7716030,47.5299192,1090.5100000,14.4863000
Kepler-362 c,Kepler-362,1.450,0.129,,,291.7716030,47.5299192,1090.5100000,14.4863000
Kepler-362 c,Kepler-362,1.680,,,,291.7716030,47.5299192,1090.5100000,14.4863000
Kepler-362 c,Kepler-362,,,,,291.7716030,47.5299192,1090.5100000,14.4863000
Kepler-362 c,Kepler-362,1.680,,,,291.7716030,47.5299192,1090.5100000,14.4863000
Kepler-362 c,Kepler-362,2.010,,,,291.7716030,47.5299192,1090.5100000,14.4863000
Kepler-362 c,Kepler-362,1.680,,,,291.7716030,47.5299192,1090.5100000,14.4863000
Kepler-1106 b,Kepler-1106,1.602,0.143,,,291.1451576,44.0624715,1090.7000000,14.6276000
Kepler-1106 b,Kepler-1106,2.440,,,,291.1451576,44.0624715,1090.7000000,14.6276000
Kepler-1106 b,Kepler-1106,1.650,0.147,,,291.1451576,44.0624715,1090.7000000,14.6276000
Kepler-1106 b,Kepler-1106,,,,,291.1451576,44.0624715,1090.7000000,14.6276000
Kepler-1106 b,Kepler-1106,1.390,,,,291.1451576,44.0624715,1090.7000000,14.6276000
Kepler-1106 b,Kepler-1106,1.390,,,,291.1451576,44.0624715,1090.7000000,14.6276000
Kepler-1106 b,Kepler-1106,1.480,,,,291.1451576,44.0624715,1090.7000000,14.6276000
Kepler-1106 b,Kepler-1106,1.390,,,,291.1451576,44.0624715,1090.7000000,14.6276000
Kepler-1106 b,Kepler-1106,,,,,291.1451576,44.0624715,1090.7000000,14.6276000
Kepler-1927 b,Kepler-1927,1.460,,,,296.3546093,41.3355698,1091.0000000,13.2168000
Kepler-1927 b,Kepler-1927,1.460,,,,296.3546093,41.3355698,1091.0000000,13.2168000
Kepler-1927 b,Kepler-1927,,,,,296.3546093,41.3355698,1091.0000000,13.2168000
Kepler-1927 b,Kepler-1927,1.460,,,,296.3546093,41.3355698,1091.0000000,13.2168000
Kepler-1927 b,Kepler-1927,3.406,0.304,,,296.3546093,41.3355698,1091.0000000,13.2168000
Kepler-1927 b,Kepler-1927,3.780,,,,296.3546093,41.3355698,1091.0000000,13.2168000
Kepler-1927 b,Kepler-1927,,,,,296.3546093,41.3355698,1091.0000000,13.2168000
Kepler-1744 b,Kepler-1744,3.768,0.336,,,291.0206823,42.4624633,1091.6300000,15.2558000
Kepler-1744 b,Kepler-1744,3.500,,,,291.0206823,42.4624633,1091.6300000,15.2558000
Kepler-1744 b,Kepler-1744,,,,,291.0206823,42.4624633,1091.6300000,15.2558000
Kepler-1744 b,Kepler-1744,3.420,,,,291.0206823,42.4624633,1091.6300000,15.2558000
Kepler-1744 b,Kepler-1744,,,,,291.0206823,42.4624633,1091.6300000,15.2558000
Kepler-1744 b,Kepler-1744,3.420,,,,291.0206823,42.4624633,1091.6300000,15.2558000
Kepler-1744 b,Kepler-1744,3.190,,,,291.0206823,42.4624633,1091.6300000,15.2558000
Kepler-1744 b,Kepler-1744,3.420,,,,291.0206823,42.4624633,1091.6300000,15.2558000
Kepler-41 b,Kepler-41,10.240,,,,294.5132465,45.9816453,1093.0800000,14.4130000
Kepler-41 b,Kepler-41,,,,,294.5132465,45.9816453,1093.0800000,14.4130000
Kepler-41 b,Kepler-41,14.460,1.290,179.89178,0.56600,294.5132465,45.9816453,1093.0800000,14.4130000
Kepler-41 b,Kepler-41,9.550,0.852,156.69019,0.49300,294.5132465,45.9816453,1093.0800000,14.4130000
Kepler-41 b,Kepler-41,9.980,0.890,174.80000,0.55000,294.5132465,45.9816453,1093.0800000,14.4130000
Kepler-41 b,Kepler-41,10.050,,,,294.5132465,45.9816453,1093.0800000,14.4130000
Kepler-41 b,Kepler-41,,,,,294.5132465,45.9816453,1093.0800000,14.4130000
Kepler-41 b,Kepler-41,14.264,1.273,,,294.5132465,45.9816453,1093.0800000,14.4130000
Kepler-41 b,Kepler-41,,,,,294.5132465,45.9816453,1093.0800000,14.4130000
Kepler-41 b,Kepler-41,10.240,,,,294.5132465,45.9816453,1093.0800000,14.4130000
Kepler-41 b,Kepler-41,10.500,0.937,,,294.5132465,45.9816453,1093.0800000,14.4130000
Kepler-41 b,Kepler-41,11.657,1.040,177.98480,0.56000,294.5132465,45.9816453,1093.0800000,14.4130000
Kepler-41 b,Kepler-41,9.400,,,,294.5132465,45.9816453,1093.0800000,14.4130000
Kepler-41 b,Kepler-41,14.460,1.290,177.98000,0.56000,294.5132465,45.9816453,1093.0800000,14.4130000
Kepler-41 b,Kepler-41,10.240,,,,294.5132465,45.9816453,1093.0800000,14.4130000
Kepler-1270 b,Kepler-1270,2.872,0.256,,,286.7156676,48.6452552,1095.0500000,13.2851000
Kepler-1270 b,Kepler-1270,,,,,286.7156676,48.6452552,1095.0500000,13.2851000
Kepler-1270 b,Kepler-1270,3.010,,,,286.7156676,48.6452552,1095.0500000,13.2851000
Kepler-1270 b,Kepler-1270,3.010,,,,286.7156676,48.6452552,1095.0500000,13.2851000
Kepler-1270 b,Kepler-1270,3.340,,,,286.7156676,48.6452552,1095.0500000,13.2851000
Kepler-1270 b,Kepler-1270,,,,,286.7156676,48.6452552,1095.0500000,13.2851000
Kepler-1270 b,Kepler-1270,,,,,286.7156676,48.6452552,1095.0500000,13.2851000
Kepler-1270 b,Kepler-1270,3.320,0.296,,,286.7156676,48.6452552,1095.0500000,13.2851000
Kepler-1270 b,Kepler-1270,3.120,,,,286.7156676,48.6452552,1095.0500000,13.2851000
Kepler-1270 b,Kepler-1270,3.010,,,,286.7156676,48.6452552,1095.0500000,13.2851000
NGTS-18 b,NGTS-18,13.563,1.210,129.99182,0.40900,180.5462193,-35.5486091,1096.1900000,14.3896000
Kepler-1269 b,Kepler-1269,1.610,,,,287.8055442,45.3405371,1097.2300000,13.5701000
Kepler-1269 b,Kepler-1269,1.540,,,,287.8055442,45.3405371,1097.2300000,13.5701000
Kepler-1269 b,Kepler-1269,2.798,0.250,,,287.8055442,45.3405371,1097.2300000,13.5701000
Kepler-1269 b,Kepler-1269,1.540,,,,287.8055442,45.3405371,1097.2300000,13.5701000
Kepler-1269 b,Kepler-1269,,,,,287.8055442,45.3405371,1097.2300000,13.5701000
Kepler-1269 b,Kepler-1269,1.630,0.145,,,287.8055442,45.3405371,1097.2300000,13.5701000
Kepler-1269 b,Kepler-1269,,,,,287.8055442,45.3405371,1097.2300000,13.5701000
Kepler-1269 b,Kepler-1269,2.500,,,,287.8055442,45.3405371,1097.2300000,13.5701000
Kepler-1269 b,Kepler-1269,,,,,287.8055442,45.3405371,1097.2300000,13.5701000
Kepler-1269 b,Kepler-1269,1.540,,,,287.8055442,45.3405371,1097.2300000,13.5701000
Kepler-194 b,Kepler-194,2.060,,,,291.9714290,47.8640498,1097.9700000,14.9117000
Kepler-194 b,Kepler-194,1.443,0.129,,,291.9714290,47.8640498,1097.9700000,14.9117000
Kepler-194 b,Kepler-194,1.590,0.142,,,291.9714290,47.8640498,1097.9700000,14.9117000
Kepler-194 b,Kepler-194,,,,,291.9714290,47.8640498,1097.9700000,14.9117000
Kepler-194 b,Kepler-194,1.480,,,,291.9714290,47.8640498,1097.9700000,14.9117000
Kepler-194 b,Kepler-194,,,,,291.9714290,47.8640498,1097.9700000,14.9117000
Kepler-194 b,Kepler-194,1.460,,,,291.9714290,47.8640498,1097.9700000,14.9117000
Kepler-194 b,Kepler-194,1.480,,,,291.9714290,47.8640498,1097.9700000,14.9117000
Kepler-194 b,Kepler-194,1.510,0.135,,,291.9714290,47.8640498,1097.9700000,14.9117000
Kepler-194 b,Kepler-194,1.480,,,,291.9714290,47.8640498,1097.9700000,14.9117000
Kepler-194 c,Kepler-194,2.920,0.261,,,291.9714290,47.8640498,1097.9700000,14.9117000
Kepler-194 c,Kepler-194,2.600,,,,291.9714290,47.8640498,1097.9700000,14.9117000
Kepler-194 c,Kepler-194,2.590,0.231,,,291.9714290,47.8640498,1097.9700000,14.9117000
Kepler-194 c,Kepler-194,,,,,291.9714290,47.8640498,1097.9700000,14.9117000
Kepler-194 c,Kepler-194,2.496,0.223,,,291.9714290,47.8640498,1097.9700000,14.9117000
Kepler-194 c,Kepler-194,,,,,291.9714290,47.8640498,1097.9700000,14.9117000
Kepler-194 c,Kepler-194,,,,,291.9714290,47.8640498,1097.9700000,14.9117000
Kepler-194 c,Kepler-194,2.650,,,,291.9714290,47.8640498,1097.9700000,14.9117000
Kepler-194 c,Kepler-194,2.600,,,,291.9714290,47.8640498,1097.9700000,14.9117000
Kepler-194 c,Kepler-194,3.560,,,,291.9714290,47.8640498,1097.9700000,14.9117000
Kepler-194 c,Kepler-194,2.600,,,,291.9714290,47.8640498,1097.9700000,14.9117000
Kepler-194 d,Kepler-194,,,,,291.9714290,47.8640498,1097.9700000,14.9117000
Kepler-194 d,Kepler-194,2.334,0.208,,,291.9714290,47.8640498,1097.9700000,14.9117000
Kepler-194 d,Kepler-194,2.430,,,,291.9714290,47.8640498,1097.9700000,14.9117000
Kepler-194 d,Kepler-194,2.400,0.214,,,291.9714290,47.8640498,1097.9700000,14.9117000
Kepler-194 d,Kepler-194,2.670,0.238,,,291.9714290,47.8640498,1097.9700000,14.9117000
Kepler-194 d,Kepler-194,,,,,291.9714290,47.8640498,1097.9700000,14.9117000
Kepler-194 d,Kepler-194,2.410,,,,291.9714290,47.8640498,1097.9700000,14.9117000
Kepler-194 d,Kepler-194,2.410,,,,291.9714290,47.8640498,1097.9700000,14.9117000
Kepler-194 d,Kepler-194,2.410,,,,291.9714290,47.8640498,1097.9700000,14.9117000
Kepler-194 d,Kepler-194,3.330,,,,291.9714290,47.8640498,1097.9700000,14.9117000
Kepler-194 d,Kepler-194,,,,,291.9714290,47.8640498,1097.9700000,14.9117000
Kepler-300 b,Kepler-300,,,,,295.2886934,48.5997243,1098.4500000,14.1797000
Kepler-300 b,Kepler-300,3.474,0.310,,,295.2886934,48.5997243,1098.4500000,14.1797000
Kepler-300 b,Kepler-300,1.880,,,,295.2886934,48.5997243,1098.4500000,14.1797000
Kepler-300 b,Kepler-300,2.430,0.217,,,295.2886934,48.5997243,1098.4500000,14.1797000
Kepler-300 b,Kepler-300,1.880,,,,295.2886934,48.5997243,1098.4500000,14.1797000
Kepler-300 b,Kepler-300,,,,,295.2886934,48.5997243,1098.4500000,14.1797000
Kepler-300 b,Kepler-300,1.670,0.149,,,295.2886934,48.5997243,1098.4500000,14.1797000
Kepler-300 b,Kepler-300,2.150,,,,295.2886934,48.5997243,1098.4500000,14.1797000
Kepler-300 b,Kepler-300,1.880,,,,295.2886934,48.5997243,1098.4500000,14.1797000
Kepler-300 b,Kepler-300,2.180,,,,295.2886934,48.5997243,1098.4500000,14.1797000
Kepler-300 b,Kepler-300,,,,,295.2886934,48.5997243,1098.4500000,14.1797000
Kepler-300 c,Kepler-300,,,,,295.2886934,48.5997243,1098.4500000,14.1797000
Kepler-300 c,Kepler-300,2.150,,,,295.2886934,48.5997243,1098.4500000,14.1797000
Kepler-300 c,Kepler-300,2.150,,,,295.2886934,48.5997243,1098.4500000,14.1797000
Kepler-300 c,Kepler-300,,,,,295.2886934,48.5997243,1098.4500000,14.1797000
Kepler-300 c,Kepler-300,2.650,0.236,,,295.2886934,48.5997243,1098.4500000,14.1797000
Kepler-300 c,Kepler-300,3.502,0.312,,,295.2886934,48.5997243,1098.4500000,14.1797000
Kepler-300 c,Kepler-300,2.250,0.201,,,295.2886934,48.5997243,1098.4500000,14.1797000
Kepler-300 c,Kepler-300,2.150,,,,295.2886934,48.5997243,1098.4500000,14.1797000
Kepler-300 c,Kepler-300,,,,,295.2886934,48.5997243,1098.4500000,14.1797000
Kepler-300 c,Kepler-300,2.260,,,,295.2886934,48.5997243,1098.4500000,14.1797000
Kepler-300 c,Kepler-300,2.200,,,,295.2886934,48.5997243,1098.4500000,14.1797000
Kepler-358 b,Kepler-358,2.770,0.247,,,293.2302333,48.2813901,1101.1000000,15.3559000
Kepler-358 b,Kepler-358,,,,,293.2302333,48.2813901,1101.1000000,15.3559000
Kepler-358 b,Kepler-358,2.910,,,,293.2302333,48.2813901,1101.1000000,15.3559000
Kepler-358 b,Kepler-358,2.800,,,,293.2302333,48.2813901,1101.1000000,15.3559000
Kepler-358 b,Kepler-358,,,,,293.2302333,48.2813901,1101.1000000,15.3559000
Kepler-358 b,Kepler-358,2.910,,,,293.2302333,48.2813901,1101.1000000,15.3559000
Kepler-358 b,Kepler-358,2.720,0.243,,,293.2302333,48.2813901,1101.1000000,15.3559000
Kepler-358 b,Kepler-358,2.928,0.261,,,293.2302333,48.2813901,1101.1000000,15.3559000
Kepler-358 b,Kepler-358,2.960,,,,293.2302333,48.2813901,1101.1000000,15.3559000
Kepler-358 b,Kepler-358,,,,,293.2302333,48.2813901,1101.1000000,15.3559000
Kepler-358 b,Kepler-358,2.910,,,,293.2302333,48.2813901,1101.1000000,15.3559000
Kepler-358 c,Kepler-358,2.850,0.254,,,293.2302333,48.2813901,1101.1000000,15.3559000
Kepler-358 c,Kepler-358,3.390,,,,293.2302333,48.2813901,1101.1000000,15.3559000
Kepler-358 c,Kepler-358,3.390,,,,293.2302333,48.2813901,1101.1000000,15.3559000
Kepler-358 c,Kepler-358,2.700,,,,293.2302333,48.2813901,1101.1000000,15.3559000
Kepler-358 c,Kepler-358,3.280,0.293,,,293.2302333,48.2813901,1101.1000000,15.3559000
Kepler-358 c,Kepler-358,,,,,293.2302333,48.2813901,1101.1000000,15.3559000
Kepler-358 c,Kepler-358,,,,,293.2302333,48.2813901,1101.1000000,15.3559000
Kepler-358 c,Kepler-358,2.950,,,,293.2302333,48.2813901,1101.1000000,15.3559000
Kepler-358 c,Kepler-358,3.390,,,,293.2302333,48.2813901,1101.1000000,15.3559000
Kepler-358 c,Kepler-358,,,,,293.2302333,48.2813901,1101.1000000,15.3559000
Kepler-358 c,Kepler-358,2.911,0.260,,,293.2302333,48.2813901,1101.1000000,15.3559000
Kepler-1077 b,Kepler-1077,2.640,,,,291.0336333,42.2678448,1101.4200000,14.9984000
Kepler-1077 b,Kepler-1077,2.750,,,,291.0336333,42.2678448,1101.4200000,14.9984000
Kepler-1077 b,Kepler-1077,2.770,0.247,,,291.0336333,42.2678448,1101.4200000,14.9984000
Kepler-1077 b,Kepler-1077,,,,,291.0336333,42.2678448,1101.4200000,14.9984000
Kepler-1077 b,Kepler-1077,2.640,,,,291.0336333,42.2678448,1101.4200000,14.9984000
Kepler-1077 b,Kepler-1077,,,,,291.0336333,42.2678448,1101.4200000,14.9984000
Kepler-1077 b,Kepler-1077,2.640,,,,291.0336333,42.2678448,1101.4200000,14.9984000
Kepler-1077 b,Kepler-1077,2.500,,,,291.0336333,42.2678448,1101.4200000,14.9984000
Kepler-1077 b,Kepler-1077,2.797,0.250,,,291.0336333,42.2678448,1101.4200000,14.9984000
Kepler-1077 b,Kepler-1077,,,,,291.0336333,42.2678448,1101.4200000,14.9984000
Kepler-1282 b,Kepler-1282,1.500,,,,290.1761688,46.6983036,1103.2900000,15.4921000
Kepler-1282 b,Kepler-1282,,,,,290.1761688,46.6983036,1103.2900000,15.4921000
Kepler-1282 b,Kepler-1282,1.550,0.138,,,290.1761688,46.6983036,1103.2900000,15.4921000
Kepler-1282 b,Kepler-1282,1.650,,,,290.1761688,46.6983036,1103.2900000,15.4921000
Kepler-1282 b,Kepler-1282,,,,,290.1761688,46.6983036,1103.2900000,15.4921000
Kepler-1282 b,Kepler-1282,1.650,,,,290.1761688,46.6983036,1103.2900000,15.4921000
Kepler-1282 b,Kepler-1282,1.650,,,,290.1761688,46.6983036,1103.2900000,15.4921000
Kepler-1282 b,Kepler-1282,1.389,0.124,,,290.1761688,46.6983036,1103.2900000,15.4921000
Kepler-1282 b,Kepler-1282,1.660,,,,290.1761688,46.6983036,1103.2900000,15.4921000
CoRoT-25 b,CoRoT-25,12.110,1.080,85.81000,0.27000,280.6296561,6.5138223,1103.4800000,14.7110000
CoRoT-25 b,CoRoT-25,12.106,1.080,93.12419,0.29300,280.6296561,6.5138223,1103.4800000,14.7110000
Kepler-838 b,Kepler-838,2.730,0.244,,,285.4354695,45.9759590,1104.0400000,15.2295000
Kepler-838 b,Kepler-838,2.530,,,,285.4354695,45.9759590,1104.0400000,15.2295000
Kepler-838 b,Kepler-838,,,,,285.4354695,45.9759590,1104.0400000,15.2295000
Kepler-838 b,Kepler-838,2.850,,,,285.4354695,45.9759590,1104.0400000,15.2295000
Kepler-838 b,Kepler-838,,,,,285.4354695,45.9759590,1104.0400000,15.2295000
Kepler-838 b,Kepler-838,2.770,,,,285.4354695,45.9759590,1104.0400000,15.2295000
Kepler-838 b,Kepler-838,2.850,,,,285.4354695,45.9759590,1104.0400000,15.2295000
Kepler-838 b,Kepler-838,,,,,285.4354695,45.9759590,1104.0400000,15.2295000
Kepler-838 b,Kepler-838,2.326,0.208,,,285.4354695,45.9759590,1104.0400000,15.2295000
Kepler-838 b,Kepler-838,2.850,,,,285.4354695,45.9759590,1104.0400000,15.2295000
Kepler-217 b,Kepler-217,1.810,,,,293.0377331,46.2775223,1104.6400000,13.1207000
Kepler-217 b,Kepler-217,,,,,293.0377331,46.2775223,1104.6400000,13.1207000
Kepler-217 b,Kepler-217,,,,,293.0377331,46.2775223,1104.6400000,13.1207000
Kepler-217 b,Kepler-217,2.110,0.188,,,293.0377331,46.2775223,1104.6400000,13.1207000
Kepler-217 b,Kepler-217,2.300,,,,293.0377331,46.2775223,1104.6400000,13.1207000
Kepler-217 b,Kepler-217,,,,,293.0377331,46.2775223,1104.6400000,13.1207000
Kepler-217 b,Kepler-217,1.810,,,,293.0377331,46.2775223,1104.6400000,13.1207000
Kepler-217 b,Kepler-217,2.230,0.199,,,293.0377331,46.2775223,1104.6400000,13.1207000
Kepler-217 b,Kepler-217,2.120,,,,293.0377331,46.2775223,1104.6400000,13.1207000
Kepler-217 b,Kepler-217,1.810,,,,293.0377331,46.2775223,1104.6400000,13.1207000
Kepler-217 b,Kepler-217,2.258,0.201,,,293.0377331,46.2775223,1104.6400000,13.1207000
Kepler-217 c,Kepler-217,,,,,293.0377331,46.2775223,1104.6400000,13.1207000
Kepler-217 c,Kepler-217,1.830,,,,293.0377331,46.2775223,1104.6400000,13.1207000
Kepler-217 c,Kepler-217,1.480,,,,293.0377331,46.2775223,1104.6400000,13.1207000
Kepler-217 c,Kepler-217,1.480,,,,293.0377331,46.2775223,1104.6400000,13.1207000
Kepler-217 c,Kepler-217,1.850,0.165,,,293.0377331,46.2775223,1104.6400000,13.1207000
Kepler-217 c,Kepler-217,,,,,293.0377331,46.2775223,1104.6400000,13.1207000
Kepler-217 c,Kepler-217,,,,,293.0377331,46.2775223,1104.6400000,13.1207000
Kepler-217 c,Kepler-217,1.954,0.174,,,293.0377331,46.2775223,1104.6400000,13.1207000
Kepler-217 c,Kepler-217,1.480,,,,293.0377331,46.2775223,1104.6400000,13.1207000
Kepler-217 c,Kepler-217,1.840,,,,293.0377331,46.2775223,1104.6400000,13.1207000
Kepler-217 c,Kepler-217,1.740,0.155,,,293.0377331,46.2775223,1104.6400000,13.1207000
Kepler-217 d,Kepler-217,1.320,0.118,,,293.0377331,46.2775223,1104.6400000,13.1207000
Kepler-217 d,Kepler-217,1.140,,,,293.0377331,46.2775223,1104.6400000,13.1207000
Kepler-217 d,Kepler-217,1.290,,,,293.0377331,46.2775223,1104.6400000,13.1207000
Kepler-217 d,Kepler-217,1.140,,,,293.0377331,46.2775223,1104.6400000,13.1207000
Kepler-217 d,Kepler-217,1.250,,,,293.0377331,46.2775223,1104.6400000,13.1207000
Kepler-217 d,Kepler-217,,,,,293.0377331,46.2775223,1104.6400000,13.1207000
Kepler-217 d,Kepler-217,,,,,293.0377331,46.2775223,1104.6400000,13.1207000
Kepler-217 d,Kepler-217,1.140,,,,293.0377331,46.2775223,1104.6400000,13.1207000
Kepler-217 d,Kepler-217,1.375,0.123,,,293.0377331,46.2775223,1104.6400000,13.1207000
Kepler-1257 b,Kepler-1257,1.550,,,,296.0756231,45.6270165,1105.9500000,15.5124000
Kepler-1257 b,Kepler-1257,1.550,,,,296.0756231,45.6270165,1105.9500000,15.5124000
Kepler-1257 b,Kepler-1257,1.520,0.136,,,296.0756231,45.6270165,1105.9500000,15.5124000
Kepler-1257 b,Kepler-1257,,,,,296.0756231,45.6270165,1105.9500000,15.5124000
Kepler-1257 b,Kepler-1257,,,,,296.0756231,45.6270165,1105.9500000,15.5124000
Kepler-1257 b,Kepler-1257,1.550,,,,296.0756231,45.6270165,1105.9500000,15.5124000
Kepler-1257 b,Kepler-1257,1.421,0.127,,,296.0756231,45.6270165,1105.9500000,15.5124000
Kepler-1257 b,Kepler-1257,1.480,,,,296.0756231,45.6270165,1105.9500000,15.5124000
Kepler-1257 b,Kepler-1257,1.440,,,,296.0756231,45.6270165,1105.9500000,15.5124000
Kepler-1306 b,Kepler-1306,1.910,0.170,,,294.4783627,46.9458638,1107.5000000,15.2120000
Kepler-1306 b,Kepler-1306,1.760,,,,294.4783627,46.9458638,1107.5000000,15.2120000
Kepler-1306 b,Kepler-1306,,,,,294.4783627,46.9458638,1107.5000000,15.2120000
Kepler-1306 b,Kepler-1306,1.760,,,,294.4783627,46.9458638,1107.5000000,15.2120000
Kepler-1306 b,Kepler-1306,,,,,294.4783627,46.9458638,1107.5000000,15.2120000
Kepler-1306 b,Kepler-1306,1.760,,,,294.4783627,46.9458638,1107.5000000,15.2120000
Kepler-1306 b,Kepler-1306,1.800,,,,294.4783627,46.9458638,1107.5000000,15.2120000
Kepler-1306 b,Kepler-1306,1.867,0.167,,,294.4783627,46.9458638,1107.5000000,15.2120000
Kepler-1306 b,Kepler-1306,1.830,,,,294.4783627,46.9458638,1107.5000000,15.2120000
Kepler-1441 b,Kepler-1441,2.510,,,,293.7191177,43.1245756,1110.4800000,14.2567000
Kepler-1441 b,Kepler-1441,1.110,,,,293.7191177,43.1245756,1110.4800000,14.2567000
Kepler-1441 b,Kepler-1441,2.014,0.180,,,293.7191177,43.1245756,1110.4800000,14.2567000
Kepler-1441 b,Kepler-1441,1.110,,,,293.7191177,43.1245756,1110.4800000,14.2567000
